ID,Language,Source Text,Translated Text
,ar,Enable Report,تمكين تقرير
,ar,Enable Scheduled Jobs,تمكين المهام المجدولة
,ar,Enable Social Login,تمكين تسجيل الدخول الاجتماعي
,ar,Enable Two Factor Auth,تمكين اثنين من عامل المصادقة
,ar,Enabled email inbox for user {0},صندوق الوارد للبريد الإلكتروني المُمكّن للموظف {0}
,ar,"Encryption key is invalid, Please check site_config.json",مفتاح التشفير غير صحيح، يرجى التحقق من site_config.json
,ar,End Date Field,حقل تاريخ الانتهاء
,ar,End Date cannot be before Start Date!,لا يمكن أن يكون تاريخ الانتهاء قبل تاريخ البدء!
,ar,Endpoint URL,عنوان نقطة النهاية
,ar,Energy Point Log,سجل نقاط الطاقة
,ar,Energy Point Rule,قاعدة نقاط الطاقة
,ar,Energy Point Settings,إعدادات نقاط الطاقة
,ar,Energy Points,نقاط الطاقة
,ar,Enter Email Recipient(s),أدخل البريد الإلكتروني المستلم
,ar,Enter Form Type,أدخل نوع النموذج
,ar,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","أدخل حقول القيمة الافتراضية (المفاتيح) والقيم. إذا أضفت قيمًا متعددة للحقل ، فسيتم اختيار أول واحد. تُستخدم هذه الإعدادات الافتراضية أيضًا لتعيين قواعد الأذونات ""المطابقة"". لمشاهدة قائمة الحقول ، انتقل إلى ""تخصيص النموذج""."
,ar,Enter folder name,أدخل اسم المجلد
,ar,"Enter keys to enable login via Facebook, Google, GitHub.",أدخل مفاتيح لتمكين تسجيل الدخول عبر الفيسبوك ، وجوجل، جيت هب.
,ar,Enter python module or select connector type,أدخل وحدة بايثون أو حدد نوع الموصل
,ar,"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)",أدخل المعايير URL ثابت هنا (مثلا المرسل = ERPNext، اسم الموظف = ERPNext، كلمة المرور = 1234 الخ)
,ar,Enter url parameter for message,ادخل العنوان للرسالة
,ar,Enter url parameter for receiver nos,ادخل العنوان لمشغل شبكة المستلم
,ar,Enter your password,ادخل رقمك السري
,ar,Entity Name,اسم الكيان
,ar,Equals,تساوي
,ar,Error Message,رسالة خطأ
,ar,Error Report,أبلغ عن مشكلة
,ar,Error Snapshot,لقطة الخطأ
,ar,Error in Custom Script,خطأ في سيناريو مخصص
,ar,Error in Notification,خطأ في الأشعار
,ar,Error in Notification: {},خطأ في الإشعار: {}
,ar,Error while connecting to email account {0},حدث خطأ أثناء الاتصال بحساب البريد الإلكتروني {0}
,ar,Error while evaluating Notification {0}. Please fix your template.,خطأ أثناء تقييم الإشعار {0}. يرجى تحرير النموذج الخاص بك.
,ar,Error: Document has been modified after you have opened it,خطأ: تم تعديل المستند بعد فتحه
,ar,Error: Value missing for {0}: {1},خطأ: قيمة مفقودة ل {0}: {1}
,ar,Errors in Background Events,أخطاء في أحداث الخلفية
,ar,Event Category,فئة الحدث
,ar,Event Participants,المشاركون في الحدث
,ar,Event Type,نوع الحدث
,ar,Event and other calendars.,الحدث والتقويمات الأخرى.
,ar,Events in Today's Calendar,الأحداث في التقويم اليوم
,ar,Everyone,كل شخص
,ar,Example,مثال
,ar,Example Email Address,مثال عنوان البريد الإلكتروني
,ar,Example: {{ subject }},مثال: {{topic}}
,ar,Excel,تفوق
,ar,Exception,استثناء
,ar,Exception Type,نوع الاستثناء
,ar,Execution Time: {0} sec,وقت التنفيذ: {0} ثانية
,ar,Expert,خبير
,ar,Expiration time,وقت انتهاء الصلاحية
,ar,Expire Notification On,تنتهي الأشعار على
,ar,Expires In,ينتهي في
,ar,Expiry time of QR Code Image Page,وقت انتهاء صلاحية رمز الاستجابة السريعة صورة الصفحة
,ar,Export All {0} rows?,تصدير كل الصفوف {0}؟
,ar,Export Custom Permissions,تصدير ضوابط مخصص
,ar,Export Customizations,تصدير تخصيصات
,ar,Export Data,تصدير البيانات
,ar,Export Data in CSV / Excel format.,تصدير البيانات بتنسيق CSV / Excel.
,ar,Export Report: {0},تصدير التقرير: {0}
,ar,Expose Recipients,كشف المستلمين
,ar,"Expression, Optional",التعبير والاختياري
,ar,Facebook,الفيسبوك
,ar,Failed to complete setup,فشل في إكمال الإعداد
,ar,Failed to connect to server,فشل الاتصال بالخادم
,ar,Failed while amending subscription,فشل أثناء تحرير الاشتراك
,ar,FavIcon,أيقونة المفضلة
,ar,Feedback Request,أمر التعليق
,ar,Fetch From,إحضار من
,ar,Fetch If Empty,إحضار إذا كانت فارغة
,ar,Fetch Images,جلب الصور
,ar,Fetch attached images from document,إحضار الصور المرفقة من المستند
,ar,"Field ""route"" is mandatory for Web Views","حقل ""المسار"" إلزامي للويب المشاهدات"
,ar,"Field ""value"" is mandatory. Please specify value to be updated","حقل ""قيمة"" إلزامي. يرجى تحديد قيمة ليتم تحديثها"
,ar,Field Description,وصف الحقل
,ar,Field Maps,حقل خرائط
,ar,Field Type,نوع الحقل
,ar,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",الحقل الذي يمثل حالة سير العمل للصفقة (إذا حقل غير موجود، سيتم إنشاء حقل مخصص جديد مخفي)
,ar,Field to Track,حقل لتعقب
,ar,Field type cannot be changed for {0},لا يمكن تغيير نوع الحقل ل {0}
,ar,Field {0} not found.,الحقل {0} غير موجود.
,ar,Fieldname is limited to 64 characters ({0}),اسم الحقل محدد ب 64 حرف< ({0})
,ar,Fieldname not set for Custom Field,أسم الحقل لم يتم تعيينه لحقل مخصص
,ar,Fieldname which will be the DocType for this link field.,أسم الحقل الذي سيكون DOCTYPE لهذا الحقل الارتباط.
,ar,Fieldname {0} cannot have special characters like {1},FIELDNAME {0} لا يمكن أن يكون أحرف خاصة مثل {1}
,ar,Fieldname {0} conflicting with meta object,أسم الحقل {0} متعارض مع الكلمات الدلائلية
,ar,Fields Multicheck,الحقول متعددة
,ar,"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","سيتم تضمين الحقول المفصولة بفواصل (،) في قائمة ""البحث حسب"" من مربع حوار البحث"
,ar,Fieldtype,نوع الحقل
,ar,Fieldtype cannot be changed from {0} to {1} in row {2},لا يمكن تغيير نوع الحقل من {0} إلى {1} في الصف {2}
,ar,File '{0}' not found,ملف '{0}' لم يتم العثور
,ar,File Backup,ملف النسخ الاحتياطي
,ar,File Name,اسم الملف
,ar,File Size,حجم الملف
,ar,File Type,نوع الملف
,ar,File URL,ملف URL
,ar,File Upload,رفع الملف
,ar,File Upload Disconnected. Please try again.,تم إلغاء رفع الملف. حاول مرة اخرى.
,ar,File Upload in Progress. Please try again in a few moments.,رفع الملف قيد التقدم. يرجى المحاولة مرة أخرى في بضع لحظات.
,ar,File backup is ready,ملف النسخ الاحتياطي جاهز
,ar,File not attached,الملف غير مرفق
,ar,File size exceeded the maximum allowed size of {0} MB,تجاوز حجم الملف الحد الأقصى المسموح به لحجم {0} ميجابايت
,ar,File too big,الملف كبير جدا
,ar,File {0} does not exist,الملف {0} غير موجود
,ar,Files,الملفات
,ar,Filter,فلتر
,ar,Filter Data,فلترة البيانات
,ar,Filter List,قائمة فلترة
,ar,Filter Meta,فلترة ميتا
,ar,Filter Name,اسم الفلتر
,ar,Filter Values,قيم الفلترة
,ar,Filter must be a tuple or list (in a list),يجب أن يكون الفلتر عبارة عن قائمة أو قائمة (في قائمة)
,ar,"Filter must have 4 values (doctype, fieldname, operator, value): {0}",يجب أن يحتوي الفلتر على 4 قيم (مستندتيب، فيلدنام، أوبيراتور، فالو): {0}
,ar,Filter...,فلترة ...
,ar,"Filtered by ""{0}""","تمت تصفيتها من قبل ""{0}"""
,ar,Filters Display,عرض الفلاتر
,ar,Filters JSON,فلاتر JSON
,ar,Filters saved,فلاتر حفظ
,ar,Find {0} in {1},البحث عن {0} في {1}
,ar,First Level,المستوى الأول
,ar,First Success Message,رسالة النجاح الأولى
,ar,First Transaction,أول معاملة
,ar,First data column must be blank.,يجب أن يكون عمود البيانات الأولى فارغة.
,ar,First set the name and save the record.,أولا قم بتعيين الإسم وحفظ السجل.
,ar,Flag,علم
,ar,Float,رقم عشري
,ar,Float Precision,كسور الرقم العشري
,ar,Fold,طية
,ar,Fold can not be at the end of the form,لا يمكن أن تكون الطية في نهاية النموذج
,ar,Fold must come before a Section Break,يجب أن تأتي الطية قبل فاصل القسم
,ar,Folder,مجلد
,ar,Folder name should not include '/' (slash),يجب ألا يتضمن اسم المجلد '/' (شرطة مائلة)
,ar,Folder {0} is not empty,المجلد {0} غير فارغ
,ar,Follow,يتبع
,ar,Followed by,متابع بـ
,ar,Following fields are missing:,الحقول التالية مفقودة:
,ar,Following fields have missing values:,الحقول التالية والقيم المفقودة:
,ar,Font,الخط
,ar,Font Size,حجم الخط
,ar,Fonts,الخطوط
,ar,Footer,تذييل الصفحة
,ar,Footer HTML,تذييل HTML
,ar,Footer Items,تذييل الأصناف
,ar,Footer will display correctly only in PDF,سيعرض تذييل الصفحة بشكل صحيح في PDF فقط
,ar,For Document Type,لنوع المستند
,ar,"For Links, enter the DocType as range.\nFor Select, enter list of Options, each on a new line.",للارتباطات ، أدخل نوع المستند كمجال. للتحديد ، ادخل قائمه الخيارات ، كل ادخال في سطر جديد.
,ar,For User,للموظف
,ar,For Value,للقيمة
,ar,"For currency {0}, the minimum transaction amount should be {1}",للعملة {0} ، يجب أن يكون الحد الأدنى لمبلغ المعاملة {1}
,ar,For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,على سبيل المثال إذا قمت بإلغاء وتحرير INV004 أنها سوف تصبح مستند INV004-1 جديدة. هذا يساعدك على تتبع كل تحرير.
,ar,"For example: If you want to include the document ID, use {0}",على سبيل المثال: إذا كنت تريد تضمين المستند ID، استخدم {0}
,ar,"For updating, you can update only selective columns.",لتحديث، يمكنك تحديث الأعمدة انتقائية فقط.
,ar,For {0} at level {1} in {2} in row {3},ل {0} في {1} مستوى في {2} في {3} الصف
,ar,Force,فرض
,ar,Force Show,عرض ألزامي
